drug_name,side_effect,gender_specific,severity,age_group,frequency_in_females,category,risk_level,requires_monitoring,safer_alternative,pregnancy_risk,breastfeeding_risk
Benzodiazepines,memory_problems,General,Severe,46-60,Common,Psychiatric,Higher,No,Consult physician for alternatives,High,Medium
Benzodiazepines,dependency_risk_higher,Female_Specific,Severe,46-60,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Severe,46-60,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Medium
Benzodiazepines,drowsiness,General,Mild,60+,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Low
Benzodiazepines,confusion,General,Mild,60+,Rare,Psychiatric,Higher,No,Consult physician for alternatives,Medium,Unknown
Benzodiazepines,memory_problems,General,Mild,60+,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,dependency_risk_higher,Female_Specific,Mild,60+,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,Medium
Benzodiazepines,withdrawal_more_severe,Female_Specific,Mild,60+,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,drowsiness,General,Moderate,60+,Frequent,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Benzodiazepines,confusion,General,Moderate,60+,Common,Psychiatric,Higher,No,Consult physician for alternatives,Unknown,Unknown
Benzodiazepines,memory_problems,General,Moderate,60+,Rare,Psychiatric,Higher,No,Consult physician for alternatives,Unknown,Medium
Benzodiazepines,dependency_risk_higher,Female_Specific,Moderate,60+,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Moderate,60+,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,Medium,High
Benzodiazepines,drowsiness,General,Severe,60+,Rare,Psychiatric,Higher,No,Consult physician for alternatives,High,Medium
Benzodiazepines,confusion,General,Severe,60+,Common,Psychiatric,Higher,No,Consult physician for alternatives,Unknown,High
Benzodiazepines,memory_problems,General,Severe,60+,Common,Psychiatric,Higher,No,Consult physician for alternatives,High,Medium
Benzodiazepines,dependency_risk_higher,Female_Specific,Severe,60+,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,High
Benzodiazepines,withdrawal_more_severe,Female_Specific,Severe,60+,Common,Psychiatric,Higher,Yes,Consult physician for alternatives,High,Medium
Zolpidem_Ambien,drowsiness,General,Mild,18-30,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Unknown,Unknown
Zolpidem_Ambien,dizziness,General,Mild,18-30,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Unknown,Unknown
Zolpidem_Ambien,headache,General,Mild,18-30,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Unknown,Medium
Zolpidem_Ambien,next_day_impairment,Female_Specific,Mild,18-30,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Mild,18-30,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,drowsiness,General,Moderate,18-30,Common,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Low,High
Zolpidem_Ambien,dizziness,General,Moderate,18-30,Common,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Low,Low
Zolpidem_Ambien,headache,General,Moderate,18-30,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,High,Low
Zolpidem_Ambien,next_day_impairment,Female_Specific,Moderate,18-30,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Moderate,18-30,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,drowsiness,General,Severe,18-30,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Medium,Low
Zolpidem_Ambien,dizziness,General,Severe,18-30,Common,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,headache,General,Severe,18-30,Frequent,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Medium,High
Zolpidem_Ambien,next_day_impairment,Female_Specific,Severe,18-30,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,Medium,Medium
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Severe,18-30,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,Medium,High
Zolpidem_Ambien,drowsiness,General,Mild,31-45,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Low,Unknown
Zolpidem_Ambien,dizziness,General,Mild,31-45,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Medium,Unknown
Zolpidem_Ambien,headache,General,Mild,31-45,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Medium,High
Zolpidem_Ambien,next_day_impairment,Female_Specific,Mild,31-45,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Mild,31-45,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,drowsiness,General,Moderate,31-45,Frequent,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,dizziness,General,Moderate,31-45,Common,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Unknown,High
Zolpidem_Ambien,headache,General,Moderate,31-45,Common,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Low,Medium
Zolpidem_Ambien,next_day_impairment,Female_Specific,Moderate,31-45,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Moderate,31-45,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,drowsiness,General,Severe,31-45,Common,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,High,Low
Zolpidem_Ambien,dizziness,General,Severe,31-45,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,High,Unknown
Zolpidem_Ambien,headache,General,Severe,31-45,Frequent,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,next_day_impairment,Female_Specific,Severe,31-45,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Severe,31-45,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,drowsiness,General,Mild,46-60,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Medium,High
Zolpidem_Ambien,dizziness,General,Mild,46-60,Frequent,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,headache,General,Mild,46-60,Frequent,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Unknown,Low
Zolpidem_Ambien,next_day_impairment,Female_Specific,Mild,46-60,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Mild,46-60,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,drowsiness,General,Moderate,46-60,Frequent,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Low,Unknown
Zolpidem_Ambien,dizziness,General,Moderate,46-60,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,headache,General,Moderate,46-60,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Unknown,Medium
Zolpidem_Ambien,next_day_impairment,Female_Specific,Moderate,46-60,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Moderate,46-60,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,Medium,Medium
Zolpidem_Ambien,drowsiness,General,Severe,46-60,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Medium,High
Zolpidem_Ambien,dizziness,General,Severe,46-60,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Unknown,Low
Zolpidem_Ambien,headache,General,Severe,46-60,Frequent,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Medium,Unknown
Zolpidem_Ambien,next_day_impairment,Female_Specific,Severe,46-60,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Severe,46-60,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,drowsiness,General,Mild,60+,Common,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,High,Unknown
Zolpidem_Ambien,dizziness,General,Mild,60+,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,High,Unknown
Zolpidem_Ambien,headache,General,Mild,60+,Common,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Medium,High
Zolpidem_Ambien,next_day_impairment,Female_Specific,Mild,60+,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Mild,60+,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,Medium,Medium
Zolpidem_Ambien,drowsiness,General,Moderate,60+,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Medium,Medium
Zolpidem_Ambien,dizziness,General,Moderate,60+,Rare,Sleep_Aid,Much_Higher,Yes,Melatonin + Sleep hygiene,Low,High
Zolpidem_Ambien,headache,General,Moderate,60+,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Medium,Medium
Zolpidem_Ambien,next_day_impairment,Female_Specific,Moderate,60+,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,Medium,High
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Moderate,60+,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,Medium,Medium
Zolpidem_Ambien,drowsiness,General,Severe,60+,Frequent,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Low,High
Zolpidem_Ambien,dizziness,General,Severe,60+,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,High,High
Zolpidem_Ambien,headache,General,Severe,60+,Rare,Sleep_Aid,Much_Higher,No,Melatonin + Sleep hygiene,Unknown,Unknown
Zolpidem_Ambien,next_day_impairment,Female_Specific,Severe,60+,Common,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,Medium,Medium
Zolpidem_Ambien,requires_lower_dose,Female_Specific,Severe,60+,Frequent,Sleep_Aid,Higher,Yes,Melatonin + Sleep hygiene,High,Medium
Opioids,constipation,General,Mild,18-30,Frequent,Pain_Management,Higher,No,Physical therapy + NSAIDs,Low,Medium
Opioids,drowsiness,General,Mild,18-30,Rare,Pain_Management,Higher,No,Physical therapy + NSAIDs,Unknown,High
Opioids,nausea,General,Mild,18-30,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Low,Medium
Opioids,respiratory_depression_risk,Female_Specific,Mild,18-30,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,hormonal_disruption,Female_Specific,Mild,18-30,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,addiction_risk_higher,Female_Specific,Mild,18-30,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,constipation,General,Moderate,18-30,Common,Pain_Management,Higher,No,Physical therapy + NSAIDs,Unknown,Low
Opioids,drowsiness,General,Moderate,18-30,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Unknown
Opioids,nausea,General,Moderate,18-30,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Low
Opioids,respiratory_depression_risk,Female_Specific,Moderate,18-30,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,hormonal_disruption,Female_Specific,Moderate,18-30,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,addiction_risk_higher,Female_Specific,Moderate,18-30,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,constipation,General,Severe,18-30,Common,Pain_Management,Higher,No,Physical therapy + NSAIDs,Low,Unknown
Opioids,drowsiness,General,Severe,18-30,Frequent,Pain_Management,Higher,No,Physical therapy + NSAIDs,Low,Low
Opioids,nausea,General,Severe,18-30,Rare,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,Medium
Opioids,respiratory_depression_risk,Female_Specific,Severe,18-30,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,hormonal_disruption,Female_Specific,Severe,18-30,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,addiction_risk_higher,Female_Specific,Severe,18-30,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,constipation,General,Mild,31-45,Frequent,Pain_Management,Higher,No,Physical therapy + NSAIDs,Low,High
Opioids,drowsiness,General,Mild,31-45,Rare,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,nausea,General,Mild,31-45,Common,Pain_Management,Higher,No,Physical therapy + NSAIDs,Low,Medium
Opioids,respiratory_depression_risk,Female_Specific,Mild,31-45,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,hormonal_disruption,Female_Specific,Mild,31-45,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,addiction_risk_higher,Female_Specific,Mild,31-45,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,constipation,General,Moderate,31-45,Common,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,High
Opioids,drowsiness,General,Moderate,31-45,Rare,Pain_Management,Higher,No,Physical therapy + NSAIDs,Medium,Low
Opioids,nausea,General,Moderate,31-45,Rare,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Low
Opioids,respiratory_depression_risk,Female_Specific,Moderate,31-45,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,hormonal_disruption,Female_Specific,Moderate,31-45,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,addiction_risk_higher,Female_Specific,Moderate,31-45,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,constipation,General,Severe,31-45,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Unknown,Unknown
Opioids,drowsiness,General,Severe,31-45,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,nausea,General,Severe,31-45,Rare,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,High
Opioids,respiratory_depression_risk,Female_Specific,Severe,31-45,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,hormonal_disruption,Female_Specific,Severe,31-45,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,addiction_risk_higher,Female_Specific,Severe,31-45,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,constipation,General,Mild,46-60,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Unknown
Opioids,drowsiness,General,Mild,46-60,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,nausea,General,Mild,46-60,Rare,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,Unknown
Opioids,respiratory_depression_risk,Female_Specific,Mild,46-60,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,hormonal_disruption,Female_Specific,Mild,46-60,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,addiction_risk_higher,Female_Specific,Mild,46-60,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,constipation,General,Moderate,46-60,Frequent,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,High
Opioids,drowsiness,General,Moderate,46-60,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Low,Unknown
Opioids,nausea,General,Moderate,46-60,Rare,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Low
Opioids,respiratory_depression_risk,Female_Specific,Moderate,46-60,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,hormonal_disruption,Female_Specific,Moderate,46-60,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,addiction_risk_higher,Female_Specific,Moderate,46-60,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,constipation,General,Severe,46-60,Frequent,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,High
Opioids,drowsiness,General,Severe,46-60,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Unknown,High
Opioids,nausea,General,Severe,46-60,Frequent,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,Unknown
Opioids,respiratory_depression_risk,Female_Specific,Severe,46-60,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Medium
Opioids,hormonal_disruption,Female_Specific,Severe,46-60,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,addiction_risk_higher,Female_Specific,Severe,46-60,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,constipation,General,Mild,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Unknown,Medium
Opioids,drowsiness,General,Mild,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,nausea,General,Mild,60+,Common,Pain_Management,Higher,No,Physical therapy + NSAIDs,High,Low
Opioids,respiratory_depression_risk,Female_Specific,Mild,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,hormonal_disruption,Female_Specific,Mild,60+,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,addiction_risk_higher,Female_Specific,Mild,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,constipation,General,Moderate,60+,Rare,Pain_Management,Higher,No,Physical therapy + NSAIDs,Medium,Medium
Opioids,drowsiness,General,Moderate,60+,Frequent,Pain_Management,Higher,No,Physical therapy + NSAIDs,Unknown,High
Opioids,nausea,General,Moderate,60+,Rare,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
Opioids,respiratory_depression_risk,Female_Specific,Moderate,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,hormonal_disruption,Female_Specific,Moderate,60+,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,High
Opioids,addiction_risk_higher,Female_Specific,Moderate,60+,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,constipation,General,Severe,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,Low
Opioids,drowsiness,General,Severe,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Low,Unknown
Opioids,nausea,General,Severe,60+,Rare,Pain_Management,Higher,No,Physical therapy + NSAIDs,Medium,Unknown
Opioids,respiratory_depression_risk,Female_Specific,Severe,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,hormonal_disruption,Female_Specific,Severe,60+,Common,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,High,High
Opioids,addiction_risk_higher,Female_Specific,Severe,60+,Frequent,Pain_Management,Higher,Yes,Physical therapy + NSAIDs,Medium,Medium
NSAIDs,stomach_upset,General,Mild,18-30,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Medium,Low
NSAIDs,headache,General,Mild,18-30,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Low,Medium
NSAIDs,dizziness,General,Mild,18-30,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Unknown,Unknown
NSAIDs,GI_bleeding_risk,Female_Specific,Mild,18-30,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,kidney_damage_risk,Female_Specific,Mild,18-30,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,cardiovascular_events,Female_Specific,Mild,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
NSAIDs,stomach_upset,General,Moderate,18-30,Rare,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,Medium
NSAIDs,headache,General,Moderate,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Unknown
NSAIDs,dizziness,General,Moderate,18-30,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,Medium
NSAIDs,GI_bleeding_risk,Female_Specific,Moderate,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
NSAIDs,kidney_damage_risk,Female_Specific,Moderate,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,cardiovascular_events,Female_Specific,Moderate,18-30,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,stomach_upset,General,Severe,18-30,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,High,Unknown
NSAIDs,headache,General,Severe,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Low,Low
NSAIDs,dizziness,General,Severe,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Unknown,Medium
NSAIDs,GI_bleeding_risk,Female_Specific,Severe,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,kidney_damage_risk,Female_Specific,Severe,18-30,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,cardiovascular_events,Female_Specific,Severe,18-30,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,stomach_upset,General,Mild,31-45,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Low
NSAIDs,headache,General,Mild,31-45,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Low
NSAIDs,dizziness,General,Mild,31-45,Frequent,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,Medium
NSAIDs,GI_bleeding_risk,Female_Specific,Mild,31-45,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,kidney_damage_risk,Female_Specific,Mild,31-45,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,cardiovascular_events,Female_Specific,Mild,31-45,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,stomach_upset,General,Moderate,31-45,Frequent,Pain_Management,Higher,No,Acetaminophen + Topical creams,High,Low
NSAIDs,headache,General,Moderate,31-45,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Unknown,High
NSAIDs,dizziness,General,Moderate,31-45,Rare,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,GI_bleeding_risk,Female_Specific,Moderate,31-45,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,kidney_damage_risk,Female_Specific,Moderate,31-45,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
NSAIDs,cardiovascular_events,Female_Specific,Moderate,31-45,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
NSAIDs,stomach_upset,General,Severe,31-45,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,Unknown
NSAIDs,headache,General,Severe,31-45,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,High,High
NSAIDs,dizziness,General,Severe,31-45,Rare,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Unknown,High
NSAIDs,GI_bleeding_risk,Female_Specific,Severe,31-45,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,kidney_damage_risk,Female_Specific,Severe,31-45,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,cardiovascular_events,Female_Specific,Severe,31-45,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,stomach_upset,General,Mild,46-60,Rare,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,headache,General,Mild,46-60,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,dizziness,General,Mild,46-60,Common,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,Low
NSAIDs,GI_bleeding_risk,Female_Specific,Mild,46-60,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,kidney_damage_risk,Female_Specific,Mild,46-60,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,cardiovascular_events,Female_Specific,Mild,46-60,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,stomach_upset,General,Moderate,46-60,Frequent,Pain_Management,Higher,No,Acetaminophen + Topical creams,Unknown,Unknown
NSAIDs,headache,General,Moderate,46-60,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Unknown
NSAIDs,dizziness,General,Moderate,46-60,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Unknown
NSAIDs,GI_bleeding_risk,Female_Specific,Moderate,46-60,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,High
NSAIDs,kidney_damage_risk,Female_Specific,Moderate,46-60,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,cardiovascular_events,Female_Specific,Moderate,46-60,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,High
NSAIDs,stomach_upset,General,Severe,46-60,Rare,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,High
NSAIDs,headache,General,Severe,46-60,Rare,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Unknown
NSAIDs,dizziness,General,Severe,46-60,Frequent,Pain_Management,Higher,No,Acetaminophen + Topical creams,Low,High
NSAIDs,GI_bleeding_risk,Female_Specific,Severe,46-60,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,kidney_damage_risk,Female_Specific,Severe,46-60,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,High,Medium
NSAIDs,cardiovascular_events,Female_Specific,Severe,46-60,Frequent,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Medium
NSAIDs,stomach_upset,General,Mild,60+,Rare,Pain_Management,Higher,No,Acetaminophen + Topical creams,Medium,High
NSAIDs,headache,General,Mild,60+,Common,Pain_Management,Higher,Yes,Acetaminophen + Topical creams,Medium,Low
